"prod_id","prod_cd","prod_desc","prod_level8_desc","prod_level7_desc","prod_level6_desc","prod_level5_desc","prod_level4_desc","prod_level3_desc","prod_level2_desc","prod_level1_desc","prod_level0_desc"
"6305","ICCS","ISLAMIC CROSS CURRENCY SWAP","","","","","Interest Rate","Swap","Derivatives","Off Balance Sheet","All Product"
"6385","IP52_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6776","Q24","FGS-NEF2","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5823","C9","SHOPHOUSE LOAN","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6820","R12","NEF 2 (NEW ENTREPRENEURS FUND)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6725","P004_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"7009","TR","TRUST RECEIPT","","","","Trust Receipt","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5701","B26","RECEIVABLES FINANCING PACKAGING","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5638","A201_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6351","IP09_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6803","Q5","CGC (1992) HAWKERS/PETTY TRADERS","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390144","H18_MORT","STANDARD PRODUCTS","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6426","IP98_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6881","S12","ENHANCER SCH-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5314","109_OD","DSF - DUTCHLADY DIST","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5758","BMC","BON MUDHARABAH CAGAMAS OWN(INV/TRD)","","Float","Bonds","Cagamas","Securities","Investments","Assets","On Balance Sheet","All Product"
"6673","NEF2B","NEW ENTREPRENEUR FUND 2 (NEF2B)","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6631","MIM_MAMMEI","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6824","R16","SFT2 - BANK PEMBGN","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5249","02_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5510","48_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7026","V1","CM TERM FINANCING-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5567","71_OD","INDUS3COMM IV","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5379","135_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6597","MBB_M21C","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6189","H34_OTHLNS","LAND FINANCING-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6959","T1","ISLAMIC FSMI","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6856","R8","FUND FOR LOW/MEDIUM COST HOUSE","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6353","IP11_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6332","IMT","IMTEEN","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5749","BALP","SECONDARY MARKET BA BOUGHT - LONG TERM","","","","","BA Discounted","Investments","Assets","On Balance Sheet","All Product"
"6555","M45","SPP1M (CAPITALISED INTEREST)","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6700","OPTD","FX DATE OPTION","","","","","","Spot","Forex","Off Balance Sheet","All Product"
"6006","E86","AMANAH SAHAM PHB SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5453","278_261","CAR OWNERSHIP PLAN - EX STAFF","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"6229","H74","SME PBF SECURED-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390304","158_OD","FSMI2 PBF OTH PROP","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5859","D012_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5554","67_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390249","C37","AFFORDABLE QUALITY HL (GOVT)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390127","MIM_MAMAEI","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6183","H33_MORT","BBA TERM FINANCING-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5329","114","PRIVATE LABEL CARD - GAMMA","","","Others","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6080","FRTL-I_220","FLOATING RATE TERM LOAN ISLAMIC","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5472","31_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5661","AMB_AMBSVPFBJPY","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5251","031","AMEX IKHWAN GOLD","","Gold","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5981","E62","DCB-RHB CAPITAL FUND SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5455","27_OD","MAXIPLAN-R","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390272","156_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5878","DAGS","DIRECT ACCESS GTEE SCHEME/NEW ENTREPRENEUR FUND 2(DAGS/NEF2)","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6204","H49","BAI UL INAH-I","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5838","CIRS","CIRS INSTRUMENT","","","","","Interest Rate","Swap","Derivatives","Off Balance Sheet","All Product"
"6570","MBB_CIMB2026T2","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5834","CCMD","CORPORATE COMMODITY MURABAHAH","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5756","BG-PERFM","CUSTOMER LIABILITY-PERFORMANCE GUARANTEE","","","","","Performance","Bank Guarantee","Trade","Off Balance Sheet","All Product"
"6658","N13","CAS TERM FINANCING","","","","Hire Purchase","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"5535","601","AMEX CORP PURCHASING VIRTUAL","","Others","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5337","117_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6843","R33","PERODUA VENDOR FIN-NEF2","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6965","T15","SHELL DEALERS-FSMI2-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6574","MBB_CRAFRNID3PWM","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5270","050","VISA PREPAID","","","","","Prepaid","Cards","Liabilities","On Balance Sheet","All Product"
"6864","RPCL","RISK PARTICIPATION CURRENCY LOAN","","","","Foreign Currency Loan","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5348","121_OD","DSF-CONTR FIN PKG","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5406","148_OD","BB TERAJU FIN (2)","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6982","T30","MF-I UNDER BANKED","","","","Microfinance","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6904","S33","SME EXPRESS-I MM","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6532","M25","STD PERSONAL LOAN FIN","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6223","H66","CONSTRUCTION-RENOVATION FIN-I","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5876","D46","SHLS BNM HOPE","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5253","033","MAYBANKARD 2 AMEX GOLD","","Gold","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5819","C52","11.25 % FIXED RATE H/L/TL","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6179","H30","ABRAR INVEST FUND SCH 1","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5741","B82","SME FD X (OPT B)","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5316","10_OD","HECL","","","Housing","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6799","Q46","ENHANCER EXPRESS SCHEME 3","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390270","W50","BB GST AID-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6755","PSVR","PERSONAL SAVER","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6713","OSKUOB_OSKMDF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6942","SLC","STANDBY LETTER OF CREDIT","","","","","Standby LC","Bank Guarantee","Trade","Off Balance Sheet","All Product"
"5779","C13","PERSONAL MEDICINE","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7074","W7","GENERIC SME CLEAN FINANCING-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6473","J4","NIESS","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6025","ERFC","ENTREPRENEUR REHABILITATION FUND","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"5962","E40","ASM - FPF (FIRST PUBLIC FUND)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6391","IP58_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6208","H52","STUDY FINANCING UNSECURED-I","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6328","IILC","ISLAMIC INWARD LETTER OF CREDIT","","","","","","Letter Of Credit","Trade","Off Balance Sheet","All Product"
"390268","W26","MAXIPLAN-I WC II","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5718","B42","SUPPLY/SERV-SPECIFIC CONT FIN (SUPPLY/SERVICES-SPECIFIC CONT","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6696","OPDS","OWN PROMISSORY NOTES DISCOUNTED","","","","","Short Term Revolving Credit","Loans And Advances","Assets","On Balance Sheet","All Product"
"5775","BS_BACK","REPO/REV REPO","","","","","Reverse REPO","Investments","Assets","On Balance Sheet","All Product"
"6246","H90","INDUS3COMM WORKING CAP III-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6854","R6","FUND FOR LOW COST HOUSES","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5409","149_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6721","OTCX","OTC","","","","","FX","Option","Derivatives","Off Balance Sheet","All Product"
"5657","AMB_AMBITF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5367","12_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6963","T13","TBVLT-I IJARAH","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6475","J6","INITIAL PUBLIC OFFER","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5365","129_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5956","E35","HLB GROWTH FUND","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5634","A1_MORT","STANDARD PRODUCTS","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6345","IOBC","ISLAMIC OUTWARD BILL FOR COLLECTION","","","","","","Bill Of Collection","Trade","Off Balance Sheet","All Product"
"6221","H64","SL CHP - I BNM HOPE","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5672","AMINVEST_AMDYALL","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5636","A1_OTHMORT","STANDARD PRODUCTS","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390247","B76","MAXIPLAN WC II","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5724","B49","BIZPLUS 2","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5476","33_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5537","603","AMEX CORP MEETING VIRTUAL","","Others","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6166","H21","BRIDGING FINANCING-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390167","CPS","EURO COMMERCIAL PAPERS","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5617","93_OD","PETRONAS D/L-NEF2","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6140","H10_OTHLNS","BUSS FIN-MEDICAL/DENTAL PRAC-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6492","L3","HF (COMMERCIAL RATE)-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5291","09_OD","MGCL","","","","Personal","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6408","IP77_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6753","PSV","PREMIER SAVINGS","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6202","H47","SHOP HOUSE EXTRA-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6925","S6","I-SEGS (BUMI)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6471","IZBD","ISLAMIC ZERO COUPON BOND","","Zero Coupon","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5596","85_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5581","78_OD","NCAP","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6595","MBB_KTBT2SN2025","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5800","C33","OVERSEAS MORTGAGE LOAN","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6387","IP54_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6894","S24","GTFS-U-I (MTF)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5754","BDI","BLOCK DISCOUNTING ISLAMIC","","","","Block Discounting","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"7022","UOB_UOBBEST","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5972","E54","ASM SCHEME KHAS (AM II)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6187","H34","LAND FINANCING-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6412","IP82_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6368","IP33_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5451","273_261","STAFF CAR LOAN","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"6452","ISFORWARD","ISLAMIC FORWARD","","","","","","Forward","Forex","Off Balance Sheet","All Product"
"5468","302","AMEX PLATINUM CYCLE & CARRIAGE","","Platinum","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6063","FNCD_220_CD","FLOATING RATE CD ISSUED","","","","Long Term - Floating","NID Issued","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"390289","W35","SELANGOR HOME FIN PACKAGE","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6614","MGS","MALAYSIAN GOVERNMENT SECURITIES","","","Bonds","Government","Securities","Investments","Assets","On Balance Sheet","All Product"
"6549","M4","AMANAH SAHAM JOHOR SCH I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6896","S26","GTFS-U-I (ISTISN)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5977","E59","ASM FPF SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390285","M47","OD UNITS TRUST&STRUCTURED PROD","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5905","E007_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6286","HLG_HLGGVF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6004","E84","STUDY LOAN UNSECURED","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6656","N10","HP VARIABLE REPAYMENT SCHEME","","","","Hire Purchase","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"6160","H1_MORT","TERM FINANCING-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6282","HDBS_HWSIF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5449","271_261","STAFF HOUSING LOAN","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"6507","LNCD_140","LONG NCD ISSUED/LT NCDPURCHASED(INV/TRD)","","","","Long Term - Fixed","NID Purchased","Investments","Assets","On Balance Sheet","All Product"
"5670","AMINVEST_AMAPTR","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6002","E82","ASB BISTARI SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5247","029","AMERICAN EXPRESS BLUE","","Gold","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5762","BNMN-DB","BNM MONETARY NOTES","","","Notes / Bills","Bnm","Securities","Investments","Assets","On Balance Sheet","All Product"
"390169","QP06_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"7104","ZNCD_220","0 COUPON NCD ISSUED/PURCHASED(INV/TRD)","","","","Zero Coupon","NID Issued","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5289","093","VISA DUAL INFINITE RESERVE","","Premium","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6919","S47","SME PORTFOLIO GUARANTEE-i","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6086","FUT-BONDS","FUTURES - BONDS","","","","","Bonds","Futures","Derivatives","Off Balance Sheet","All Product"
"5733","B64","GENERIC SME CLEAN LOAN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5425","202","AMEX GOLD CHARTER","","Gold","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"390186","153_OD","OVERSEAS MORTGAGE LOAN","","","Others","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5352","123_OD","MAXIFAC3 FLEXIOD","","","","","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390245","B74","MAXIPLAN II DSR","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390264","L16","STAFF AFFORDABLE QLTY HF(G)-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6873","RRMG","MGS REVERSED REPO (MM PLACED FIXED)","","","","","Reverse REPO","Investments","Assets","On Balance Sheet","All Product"
"5943","E22","ASAP","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6389","IP56_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6309","IECR-POST","ISLAMIC - SUB BILLS DISCOUNTED-POST","","","Post","Export Credit Refinancing","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5232","014","MFB VISA GOLD","","Gold","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5514","502","BTA MAS CO BRAND","","Others","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5861","D014_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390163","CCA_OTHDEP","Other Liabilities","","","","","Other Deposits","Other Liabilities","Liabilities","On Balance Sheet","All Product"
"390262","D38","FGS (FLEXI GUARANTEE SCHEME)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6976","T25","NEF2-I MAXIPLAN-R","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5798","C31","MAXISHOP FLEXIOD REDRAW","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6603","MBB_MBBT2SN23","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5533","59_OD","REMORTGAGE FLEXILINK","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5880","DBEP-AP","DOMESTIC BILL OF EXCH(AUTH TO PURCHASED)","","","","Bills Negotiation","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5531","58_OD","REFINANCING RC","","","Other Mortgage Loan","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6103","G16","SUNDRY LOAN","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5371","131_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5548","64_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6263","HDBS_HWAIF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6654","N004_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6410","IP80_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6528","M21","AMANAH SAHAM SELANGOR SCH III","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7016","U51","AHB SPECIAL FINANCING-I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5222","00_MORT","NO FACILITY","","","Housing","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7058","W37","3R OTHER LAN FINANCING-I","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6761","Q10","SMALL ENER FIN FUND (SEFF)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5653","AMB_AMBDY","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5716","B40","CONSTR-SPECIFIC CONTRACT FIN (CONSTRUCTION-SPECIFIC CONTRACT","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390146","H18_OTHMORT","STANDARD PRODUCTS","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5344","11_OD","MOVGASST","","","Other Mortgage Loan","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6547","M38","ASB REDRAW","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6139","H10_MORT","BUSS FIN-MEDICAL/DENTAL PRAC-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5430","205_261","BRIDGING LOAN-DIRECT","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"5958","E37","ASSAR - SCHEME I (SARAWAK)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5699","B24","INDUS3COMM IV","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5882","DCCP","PDS DISCOUNTED BILLS(INV/TRD)","","","Notes / Bills","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"6206","H50","ASK SCH I-I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390165","PMA_OTHDEP","Other Liabilities","","","","","Other Deposits","Other Liabilities","Liabilities","On Balance Sheet","All Product"
"5226","00_SHPHSE","NO FACILITY","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5474","32_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390161","PCA_77_12000","REINSTATEMENT OD","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5913","E017_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6448","IRSG","INTEREST RATE SWAP; DEPOSIT GIVEN(MM/FX)","","","","","Interest Rate","Swap","Derivatives","Off Balance Sheet","All Product"
"390188","154_OD","OVERSEAS MORTGAGE LOAN","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6324","IFDF","ISLAMIC FD","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
